File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
MC_SSP245_Precip_Summer_New York.aix,"New York, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",New York,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-08-26,
MC_SSP245_Precip_Summer_New York.png,"New York, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",New York,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-08,
MC_SSP245_Precip_Summer_Oklahoma.ai,"Oklahoma, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (Adobe Illustrator source)",Oklahoma,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),Adobe Illustrator source,2025-07-08,
MC_SSP245_Precip_Summer_Oklahoma.aix,"Oklahoma, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Oklahoma,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-07-08,
MC_SSP245_Precip_Summer_Oklahoma.png,"Oklahoma, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",Oklahoma,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-07,
MC_SSP245_Precip_Summer_Pennsylvania.aix,"Pennsylvania, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Pennsylvania,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-08-26,
MC_SSP245_Precip_Summer_Pennsylvania.png,"Pennsylvania, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",Pennsylvania,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-08,
MC_SSP245_Precip_Summer_Rhode Island.aix,"Rhode Island, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Rhode Island,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-08-14,
MC_SSP245_Precip_Summer_Rhode Island.png,"Rhode Island, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",Rhode Island,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-09,
MC_SSP245_Precip_Summer_Tennessee.aix,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-07-08,
MC_SSP245_Precip_Summer_Tennessee.png,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-07,
MC_SSP245_Precip_Summer_Texas.aix,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-07-08,
MC_SSP245_Precip_Summer_Texas.png,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-07,
MC_SSP245_Precip_Summer_Vermont.aix,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-08-14,
MC_SSP245_Precip_Summer_Vermont.png,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-09,
MC_SSP245_Precip_Summer_West Virginia.aix,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-08-26,
MC_SSP245_Precip_Summer_West Virginia.png,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (PNG preview image)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,2025-07-08,
MC_SSP245_SD_JJA_Precip_052725.aix,"South Dakota, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",South Dakota,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-05-27,
MC_SSP245_SD_JJA_Precip_052725.jpg,"South Dakota, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (JPEG preview image)",South Dakota,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,2025-05-27,
MC_SSP245_WI_JJA_Precip_052725.aix,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-05-27,
MC_SSP245_WI_JJA_Precip_052725.jpg,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (JPEG preview image)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,2025-05-27,
MC_SSP245_WY_JJA_Precip_052725.aix,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,2025-05-27,
MC_SSP245_WY_JJA_Precip_052725.jpg,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5) — Summer (JJA), Precipitation (JPEG preview image)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,2025-05-27,
MC_SSP370_AK_JJA_Precip_070526.aix,"Alaska, Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Alaska,Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,2026-07-06,
MC_SSP370_AK_JJA_Precip_070526.jpg,"Alaska, Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (JPEG preview image)",Alaska,Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,2026-07-06,
MC_SSP370_CONUS_JJA_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,2026-06-30,
MC_SSP370_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (JPEG preview image)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,2026-06-30,
MC_SSP370_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,2026-07-07,
MC_SSP370_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (JPEG preview image)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,2026-07-07,
MC_SSP370_HI_JJA_Precip_070626.aix,"Hawaii, Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Hawaii,Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,2026-07-06,
MC_SSP370_HI_JJA_Precip_070626.jpg,"Hawaii, Mid-Century, High emissions (SSP3-7.0) — Summer (JJA), Precipitation (JPEG preview image)",Hawaii,Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,2026-07-06,
MC_SSP585_AK_JJA_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5) — Summer (JJA), Precipitation (ArcGIS AIX data file)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,2026-07-06,
MC_SSP585_AK_JJA_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5) — Summer (JJA), Precipitation (JPEG preview image)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,2026-07-06,
